timestamp,src_ip,dst_ip,src_port,dst_port,protocol,packet_size,ttl,tcp_window,syn,ack,rst,fin,attack_type,label
2024-01-15 08:00:01.500,192.168.1.11,192.168.1.8,48136,3389,TCP,796,61,65266,0,1,0,0,Benign,0
2024-01-15 08:00:01.600,192.168.1.13,10.0.193.50,21019,445,TCP,419,60,65535,0,1,0,0,Benign,0
2024-01-15 08:00:01.700,192.168.1.5,10.0.126.12,12681,443,TCP,354,63,62261,1,1,0,0,Benign,0
2024-01-15 08:00:01.800,192.168.1.20,10.0.189.173,8506,53,UDP,643,64,64941,0,1,0,0,Benign,0
2024-01-15 08:00:01.900,192.168.1.7,10.0.102.209,1366,3306,TCP,930,71,65535,0,1,0,0,Benign,0
2024-01-15 08:00:02.000,192.168.1.2,10.0.178.90,19119,21,TCP,521,71,59999,0,1,0,0,Benign,0
2024-01-15 08:00:02.100,192.168.1.10,10.0.134.247,2182,8080,TCP,590,71,65535,0,1,0,0,Benign,0
2024-01-15 08:00:02.200,192.168.1.19,10.0.139.113,6467,3389,TCP,503,62,65535,0,1,0,0,Benign,0
2024-01-15 08:00:02.300,192.168.1.20,192.168.1.16,62972,3306,TCP,648,70,64762,1,1,0,0,Benign,0
2024-01-15 08:00:02.400,192.168.1.3,10.0.46.235,11730,53,TCP,542,65,65535,0,1,0,0,Benign,0
2024-01-15 08:00:02.500,192.168.1.9,10.0.21.177,17184,3389,UDP,567,70,61889,0,1,0,0,Benign,0
2024-01-15 08:00:02.600,192.168.1.16,10.0.127.94,8360,8080,UDP,306,61,61150,0,1,0,0,Benign,0
2024-01-15 08:00:02.700,192.168.1.11,192.168.1.13,57898,80,TCP,668,73,65535,0,1,0,0,Benign,0
2024-01-15 08:00:02.800,192.168.1.4,10.0.178.90,11078,22,TCP,325,67,65535,0,1,0,0,Benign,0
2024-01-15 08:00:02.900,192.168.1.11,192.168.1.2,34311,8080,TCP,670,61,65535,0,1,0,0,Benign,0
2024-01-15 08:00:03.000,192.168.1.20,10.0.134.247,15737,22,UDP,677,65,65048,0,1,0,0,Benign,0
2024-01-15 08:00:03.100,192.168.1.6,192.168.1.3,7910,80,TCP,251,58,65535,0,1,0,0,Benign,0
2024-01-15 08:00:03.200,192.168.1.17,10.0.17.246,41525,8080,UDP,579,61,65535,0,1,0,0,Benign,0
2024-01-15 08:00:03.300,192.168.1.17,10.0.187.193,45289,8080,TCP,525,51,64350,0,1,0,0,Benign,0
2024-01-15 08:00:03.400,192.168.1.9,10.0.21.177,48565,21,TCP,389,56,65535,0,1,0,0,Benign,0
2024-01-15 08:00:03.500,192.168.1.5,192.168.1.15,30731,53,UDP,687,72,65535,0,1,0,0,Benign,0
2024-01-15 08:00:03.600,192.168.1.5,10.0.42.192,3291,22,TCP,561,60,65535,0,1,0,0,Benign,0
2024-01-15 08:00:03.700,192.168.1.20,10.0.127.94,47692,443,TCP,496,67,57674,0,1,0,0,Benign,0
2024-01-15 08:00:03.800,192.168.1.9,10.0.214.114,47591,53,UDP,662,58,65535,0,1,0,0,Benign,0
2024-01-15 08:00:03.900,192.168.1.3,10.0.130.33,60381,3389,TCP,187,65,65535,0,1,0,0,Benign,0
2024-01-15 08:00:04.000,192.168.1.3,10.0.92.119,48040,25,TCP,762,71,65535,0,1,0,0,Benign,0
2024-01-15 08:00:04.100,192.168.1.15,192.168.1.17,35356,21,UDP,676,65,61218,0,1,0,0,Benign,0
2024-01-15 08:00:04.200,192.168.1.2,10.0.92.119,62249,3306,TCP,768,71,61817,0,1,0,0,Benign,0
2024-01-15 08:00:04.300,192.168.1.3,192.168.1.19,18504,445,ICMP,199,68,65535,0,1,0,0,Benign,0
2024-01-15 08:00:04.400,192.168.1.10,10.0.214.114,28847,22,TCP,441,70,57523,0,1,0,0,Benign,0
2024-01-15 08:00:04.500,192.168.1.1,192.168.1.16,3873,445,UDP,691,56,53984,0,1,0,0,Benign,0
2024-01-15 08:00:04.600,192.168.1.1,192.168.1.6,44938,445,ICMP,459,64,65535,1,1,0,0,Benign,0
2024-01-15 08:00:04.700,192.168.1.10,192.168.1.8,59692,80,UDP,765,62,65535,1,1,0,0,Benign,0
2024-01-15 08:00:04.800,192.168.1.17,10.0.127.94,44190,445,UDP,639,52,62143,0,1,0,0,Benign,0
2024-01-15 08:00:04.900,192.168.1.17,10.0.139.113,6573,445,UDP,303,70,65535,0,1,0,0,Benign,0
2024-01-15 08:00:05.000,192.168.1.2,192.168.1.10,33880,80,TCP,694,72,58624,0,1,0,0,Benign,0
2024-01-15 08:00:05.100,192.168.1.5,10.0.172.197,25304,3306,UDP,685,60,62865,0,1,0,0,Benign,0
2024-01-15 08:00:05.200,192.168.1.6,10.0.46.235,28013,53,TCP,533,70,63821,0,1,0,0,Benign,0
2024-01-15 08:00:05.300,192.168.1.9,10.0.126.12,9367,443,TCP,632,65,65535,0,1,0,0,Benign,0
2024-01-15 08:00:05.400,192.168.1.2,192.168.1.16,10922,25,TCP,185,63,65535,0,1,0,0,Benign,0
2024-01-15 08:00:05.500,192.168.1.13,192.168.1.16,7168,53,TCP,518,73,65535,0,1,0,0,Benign,0
2024-01-15 08:00:05.600,192.168.1.11,10.0.199.163,13730,25,TCP,1119,62,65535,0,1,0,0,Benign,0
2024-01-15 08:00:05.700,192.168.1.20,10.0.134.247,48335,53,UDP,686,66,65251,0,1,0,0,Benign,0
2024-01-15 08:00:05.800,192.168.1.11,10.0.178.90,54044,80,TCP,690,67,65535,0,1,0,0,Benign,0
2024-01-15 08:00:05.900,192.168.1.10,192.168.1.9,46579,445,TCP,779,62,55580,0,1,0,0,Benign,0
2024-01-15 08:00:06.000,192.168.1.5,10.0.127.94,30026,3389,TCP,693,61,65535,0,1,0,0,Benign,0
2024-01-15 08:00:06.100,192.168.1.3,10.0.114.58,49828,53,TCP,462,63,65535,0,1,0,0,Benign,0
2024-01-15 08:00:06.200,192.168.1.9,10.0.178.90,43017,443,ICMP,511,59,65535,0,1,0,0,Benign,0
2024-01-15 08:00:06.300,192.168.1.7,192.168.1.5,20786,443,UDP,690,71,63726,0,1,0,0,Benign,0
2024-01-15 08:00:06.400,192.168.1.13,192.168.1.12,1921,80,TCP,434,69,53563,0,1,0,0,Benign,0
2024-01-15 08:00:06.500,192.168.1.18,10.0.46.235,47791,21,TCP,732,63,65535,0,1,0,0,Benign,0
2024-01-15 08:00:06.600,192.168.1.19,10.0.17.246,28819,3306,TCP,393,74,65099,0,1,0,0,Benign,0
2024-01-15 08:00:06.700,192.168.1.8,192.168.1.18,65419,3306,TCP,446,59,65181,0,1,0,0,Benign,0
2024-01-15 08:00:06.800,192.168.1.1,192.168.1.17,28135,21,TCP,586,60,65535,0,1,0,0,Benign,0
2024-01-15 08:00:06.900,192.168.1.9,192.168.1.14,57730,25,UDP,672,56,65535,0,1,0,0,Benign,0
2024-01-15 08:00:07.000,192.168.1.11,10.0.23.141,33738,3389,ICMP,432,58,65535,0,1,0,0,Benign,0
2024-01-15 08:00:07.100,192.168.1.20,10.0.199.163,63622,3389,ICMP,269,65,65535,0,1,0,0,Benign,0
2024-01-15 08:00:07.200,192.168.1.6,192.168.1.3,22006,3306,UDP,484,68,65535,0,1,0,0,Benign,0
2024-01-15 08:00:07.300,192.168.1.13,192.168.1.5,16402,80,TCP,707,66,65535,0,1,0,0,Benign,0
2024-01-15 08:00:07.400,192.168.1.8,192.168.1.6,48753,3389,TCP,648,66,61502,0,1,0,0,Benign,0
2024-01-15 08:00:07.500,192.168.1.19,192.168.1.12,17988,8080,TCP,493,64,65535,1,1,0,0,Benign,0
2024-01-15 08:00:07.600,192.168.1.14,10.0.172.197,51317,445,TCP,212,51,65535,0,1,0,0,Benign,0
2024-01-15 08:00:07.700,192.168.1.9,192.168.1.20,44569,21,TCP,739,58,65535,0,1,0,0,Benign,0
2024-01-15 08:00:07.800,192.168.1.11,10.0.189.173,13067,3306,TCP,253,63,65535,0,1,0,0,Benign,0
2024-01-15 08:00:07.900,192.168.1.2,192.168.1.20,6341,80,UDP,663,63,65535,0,1,0,0,Benign,0
2024-01-15 08:00:08.000,192.168.1.7,10.0.110.218,63105,3389,TCP,531,62,57075,0,1,0,0,Benign,0
2024-01-15 08:00:08.100,192.168.1.7,10.0.172.197,64502,3389,TCP,654,66,62921,0,1,0,0,Benign,0
2024-01-15 08:00:08.200,192.168.1.1,192.168.1.15,4935,53,TCP,566,65,65535,0,1,0,0,Benign,0
2024-01-15 08:00:08.300,192.168.1.13,10.0.166.112,31361,443,TCP,899,61,63357,0,1,0,0,Benign,0
2024-01-15 08:00:08.400,192.168.1.9,10.0.199.163,61536,3306,ICMP,443,62,65535,0,1,0,0,Benign,0
2024-01-15 08:00:08.500,192.168.1.2,192.168.1.13,4089,80,TCP,588,62,65535,0,1,0,0,Benign,0
2024-01-15 08:00:08.600,192.168.1.16,192.168.1.4,15897,25,TCP,740,66,64427,1,1,0,0,Benign,0
2024-01-15 08:00:08.700,192.168.1.9,10.0.113.226,27482,25,TCP,395,57,57717,0,1,0,0,Benign,0
2024-01-15 08:00:08.800,192.168.1.11,192.168.1.14,22528,22,TCP,753,56,60920,0,1,0,0,Benign,0
2024-01-15 08:00:08.900,192.168.1.10,192.168.1.3,21604,443,TCP,631,64,65535,0,1,0,0,Benign,0
2024-01-15 08:00:09.000,192.168.1.19,192.168.1.10,6756,53,TCP,228,52,65535,0,1,0,0,Benign,0
2024-01-15 08:00:09.100,192.168.1.10,192.168.1.1,65224,445,UDP,540,66,63676,0,1,0,0,Benign,0
2024-01-15 08:00:09.200,192.168.1.12,10.0.110.218,10602,21,TCP,688,69,60930,0,1,0,0,Benign,0
2024-01-15 08:00:09.300,192.168.1.6,192.168.1.11,48497,21,TCP,488,67,65535,1,1,0,0,Benign,0
2024-01-15 08:00:09.400,192.168.1.14,10.0.23.141,10567,53,UDP,640,70,65535,0,1,0,0,Benign,0
2024-01-15 08:00:09.500,192.168.1.14,10.0.139.113,60642,80,TCP,778,57,65279,0,1,0,0,Benign,0
2024-01-15 08:00:09.600,192.168.1.8,192.168.1.7,12787,22,UDP,349,62,60122,0,1,0,0,Benign,0
2024-01-15 08:00:09.700,192.168.1.3,192.168.1.15,11104,22,TCP,607,63,65535,0,1,0,0,Benign,0
2024-01-15 08:00:09.800,192.168.1.13,10.0.127.94,50252,53,TCP,351,65,65535,0,1,0,0,Benign,0
2024-01-15 08:00:09.900,192.168.1.3,10.0.22.196,28635,25,TCP,662,61,65535,0,1,0,0,Benign,0
2024-01-15 08:00:10.000,192.168.1.14,192.168.1.20,45018,443,TCP,663,58,63128,0,1,0,0,Benign,0
2024-01-15 08:00:10.100,192.168.1.5,192.168.1.11,27667,53,TCP,65,64,65535,0,1,0,0,Benign,0
2024-01-15 08:00:10.200,192.168.1.11,10.0.70.160,56580,3389,TCP,885,62,61770,0,1,0,0,Benign,0
2024-01-15 08:00:10.300,192.168.1.9,10.0.226.17,61101,445,TCP,673,64,65535,0,1,0,0,Benign,0
2024-01-15 08:00:10.400,192.168.1.7,10.0.127.94,33555,25,TCP,606,68,63725,0,1,0,0,Benign,0
2024-01-15 08:00:10.500,192.168.1.8,192.168.1.20,2552,3306,TCP,311,66,55850,0,1,0,0,Benign,0
2024-01-15 08:00:10.600,192.168.1.10,10.0.226.17,31916,53,UDP,590,68,58824,0,1,0,0,Benign,0
2024-01-15 08:00:10.700,192.168.1.3,192.168.1.3,58026,443,TCP,555,64,56075,0,1,0,0,Benign,0
2024-01-15 08:00:10.800,192.168.1.7,10.0.218.210,23915,3306,UDP,657,68,59979,0,1,0,0,Benign,0
2024-01-15 08:00:10.900,192.168.1.19,192.168.1.16,26993,53,TCP,607,55,61369,0,1,0,0,Benign,0
2024-01-15 08:00:11.000,192.168.1.10,192.168.1.9,55723,21,UDP,620,59,65535,0,1,0,0,Benign,0
2024-01-15 08:00:11.100,192.168.1.1,10.0.218.210,47906,443,TCP,384,74,64407,0,1,0,0,Benign,0
2024-01-15 08:00:11.200,192.168.1.13,192.168.1.9,9674,445,TCP,407,60,65535,0,1,0,0,Benign,0
2024-01-15 08:00:11.300,192.168.1.11,10.0.187.193,5818,445,TCP,566,62,61199,0,1,0,0,Benign,0
2024-01-15 08:00:11.400,192.168.1.6,10.0.51.24,24229,443,TCP,833,62,65535,0,1,0,0,Benign,0
2024-01-15 08:00:11.500,192.168.1.17,10.0.126.12,57427,80,TCP,642,58,65095,0,1,0,0,Benign,0
2024-01-15 08:00:11.600,192.168.1.1,192.168.1.17,43630,443,TCP,676,65,63756,0,1,0,0,Benign,0
2024-01-15 08:00:11.700,192.168.1.17,10.0.226.17,37095,80,TCP,503,66,59722,0,1,0,0,Benign,0
2024-01-15 08:00:11.800,192.168.1.14,10.0.46.235,35281,25,UDP,592,72,65535,0,1,0,0,Benign,0
2024-01-15 08:00:11.900,192.168.1.12,10.0.189.173,29025,443,TCP,644,68,65535,0,1,0,0,Benign,0
2024-01-15 08:00:12.000,192.168.1.4,10.0.92.119,43487,53,TCP,692,69,63473,0,1,0,0,Benign,0
2024-01-15 08:00:12.100,192.168.1.11,192.168.1.18,64759,25,TCP,539,65,65535,0,1,0,0,Benign,0
2024-01-15 08:00:12.200,192.168.1.16,10.0.199.163,26455,25,TCP,753,72,65535,0,1,0,0,Benign,0
2024-01-15 08:00:12.300,192.168.1.12,10.0.134.247,45957,25,UDP,600,63,61888,0,1,0,0,Benign,0
2024-01-15 08:00:12.400,192.168.1.17,192.168.1.5,58267,21,TCP,499,67,65535,0,1,0,0,Benign,0
2024-01-15 08:00:12.500,192.168.1.19,10.0.113.226,50432,443,TCP,667,64,64165,0,1,0,0,Benign,0
2024-01-15 08:00:12.600,192.168.1.19,10.0.193.50,38593,8080,TCP,599,53,63712,0,1,0,0,Benign,0
2024-01-15 08:00:12.700,192.168.1.2,192.168.1.17,35810,25,ICMP,797,61,65535,0,1,0,0,Benign,0
2024-01-15 08:00:12.800,192.168.1.8,10.0.110.218,46482,25,UDP,447,59,65535,0,1,0,0,Benign,0
2024-01-15 08:00:12.900,192.168.1.17,192.168.1.13,2372,3389,UDP,621,59,65535,0,1,0,0,Benign,0
2024-01-15 08:00:13.000,192.168.1.3,10.0.51.24,20724,22,TCP,569,64,65535,0,1,0,0,Benign,0
2024-01-15 08:00:13.100,192.168.1.6,192.168.1.11,3550,21,UDP,889,60,65233,0,1,0,0,Benign,0
2024-01-15 08:00:13.200,192.168.1.5,192.168.1.7,19504,443,UDP,863,62,57571,0,1,0,0,Benign,0
2024-01-15 08:00:13.300,192.168.1.9,10.0.127.94,38994,3389,UDP,622,65,64778,0,1,0,0,Benign,0
2024-01-15 08:00:13.400,192.168.1.5,10.0.102.209,33693,53,TCP,758,67,64151,0,1,0,0,Benign,0
2024-01-15 08:00:13.500,192.168.1.16,10.0.199.163,8651,3306,ICMP,826,71,65535,0,1,0,0,Benign,0
2024-01-15 08:00:13.600,192.168.1.4,10.0.166.112,44968,445,TCP,860,58,65535,0,1,0,0,Benign,0
2024-01-15 08:00:13.700,192.168.1.8,192.168.1.17,18274,443,UDP,826,58,64332,0,1,0,0,Benign,0
2024-01-15 08:00:13.800,192.168.1.7,192.168.1.8,6624,25,TCP,563,66,65535,0,1,0,0,Benign,0
2024-01-15 08:00:13.900,192.168.1.7,10.0.199.163,18339,445,UDP,462,62,55047,0,1,0,0,Benign,0
2024-01-15 08:00:14.000,192.168.1.1,192.168.1.5,14020,53,TCP,943,64,65535,0,1,0,0,Benign,0
2024-01-15 08:00:14.100,192.168.1.7,192.168.1.19,50035,80,TCP,803,64,65535,0,1,0,0,Benign,0
2024-01-15 08:00:14.200,192.168.1.1,10.0.178.90,12608,25,TCP,600,65,62727,0,1,0,0,Benign,0
2024-01-15 08:00:14.300,192.168.1.20,10.0.139.40,62088,22,UDP,402,58,63718,0,1,0,0,Benign,0
2024-01-15 08:00:14.400,192.168.1.15,10.0.182.199,61081,8080,UDP,576,61,63717,0,1,0,0,Benign,0
2024-01-15 08:00:14.500,192.168.1.6,10.0.22.196,49703,22,UDP,335,60,65535,0,1,0,0,Benign,0
2024-01-15 08:00:14.600,192.168.1.10,10.0.130.33,39610,445,TCP,722,63,58653,0,1,0,0,Benign,0
2024-01-15 08:00:14.700,192.168.1.17,10.0.172.197,22961,22,TCP,354,62,65535,0,1,0,0,Benign,0
2024-01-15 08:00:14.800,192.168.1.7,10.0.102.209,34662,443,TCP,469,57,63104,0,1,0,0,Benign,0
2024-01-15 08:00:14.900,192.168.1.4,192.168.1.17,60976,8080,TCP,562,75,65535,0,1,0,0,Benign,0
2024-01-15 08:00:15.000,192.168.1.1,10.0.92.119,27300,443,TCP,591,54,54286,0,1,0,0,Benign,0
2024-01-15 08:00:15.100,192.168.1.3,10.0.42.192,5044,21,TCP,711,59,65535,0,1,0,0,Benign,0
2024-01-15 08:00:15.200,192.168.1.19,10.0.42.192,52974,21,TCP,605,58,65535,0,1,0,0,Benign,0
2024-01-15 08:00:15.300,192.168.1.14,192.168.1.17,38272,21,TCP,808,70,60528,0,1,0,0,Benign,0
2024-01-15 08:00:15.400,192.168.1.17,10.0.46.235,18501,25,UDP,440,63,57738,0,1,0,0,Benign,0
2024-01-15 08:00:15.500,192.168.1.6,10.0.199.163,35353,80,TCP,799,67,65342,0,1,0,0,Benign,0
2024-01-15 08:00:15.600,192.168.1.20,192.168.1.20,34968,445,TCP,730,63,64957,0,1,0,0,Benign,0
2024-01-15 08:00:15.700,192.168.1.3,10.0.102.209,60459,53,TCP,480,62,65535,1,1,0,0,Benign,0
2024-01-15 08:00:15.800,192.168.1.19,10.0.139.113,16473,25,TCP,612,69,54681,0,1,0,0,Benign,0
2024-01-15 08:00:15.900,192.168.1.12,10.0.70.160,4783,22,TCP,521,74,65535,0,1,0,0,Benign,0
2024-01-15 08:00:16.000,192.168.1.3,10.0.51.24,55955,443,TCP,610,56,62227,0,1,0,0,Benign,0
2024-01-15 08:00:16.100,192.168.1.12,192.168.1.19,42186,3306,TCP,846,67,64279,0,1,0,0,Benign,0
2024-01-15 08:00:16.200,192.168.1.19,192.168.1.19,5468,22,TCP,967,68,62159,0,1,0,0,Benign,0
2024-01-15 08:00:16.300,192.168.1.2,192.168.1.2,41449,8080,TCP,287,69,61732,0,1,0,0,Benign,0
2024-01-15 08:00:16.400,192.168.1.3,192.168.1.3,38068,443,TCP,385,56,64915,0,1,0,0,Benign,0
2024-01-15 08:00:16.500,192.168.1.11,10.0.126.12,38602,8080,TCP,557,73,65535,0,1,0,0,Benign,0
2024-01-15 08:00:16.600,192.168.1.8,10.0.166.112,31894,3306,TCP,453,61,60373,1,1,0,0,Benign,0
2024-01-15 08:00:16.700,192.168.1.11,192.168.1.16,59832,443,UDP,982,66,59075,0,1,0,0,Benign,0
2024-01-15 08:00:16.800,192.168.1.19,192.168.1.8,52170,25,TCP,253,61,64265,0,1,0,0,Benign,0
2024-01-15 08:00:16.900,192.168.1.6,192.168.1.16,44500,445,TCP,297,58,65535,0,1,0,0,Benign,0
2024-01-15 08:00:17.000,192.168.1.3,10.0.139.40,20390,53,UDP,658,63,65535,0,1,0,0,Benign,0
2024-01-15 08:00:17.100,192.168.1.5,10.0.139.40,19082,21,UDP,849,62,64711,0,1,0,0,Benign,0
2024-01-15 08:00:17.200,192.168.1.15,192.168.1.4,6621,80,UDP,225,60,65535,0,1,0,0,Benign,0
2024-01-15 08:00:17.300,192.168.1.6,10.0.139.40,3646,22,TCP,559,66,58485,1,1,0,0,Benign,0
2024-01-15 08:00:17.400,192.168.1.19,192.168.1.4,43607,8080,TCP,516,65,65535,0,1,0,0,Benign,0
2024-01-15 08:00:17.500,192.168.1.18,10.0.127.94,31469,22,UDP,794,70,61274,0,1,0,0,Benign,0
2024-01-15 08:00:17.600,192.168.1.17,192.168.1.19,12997,8080,UDP,764,65,65535,0,1,0,0,Benign,0
2024-01-15 08:00:17.700,192.168.1.17,192.168.1.12,54062,443,UDP,647,62,60890,0,1,0,0,Benign,0
2024-01-15 08:00:17.800,192.168.1.1,10.0.134.247,60485,25,TCP,321,57,65535,0,1,0,0,Benign,0
2024-01-15 08:00:17.900,192.168.1.5,192.168.1.12,32916,445,TCP,534,75,65535,0,1,0,0,Benign,0
2024-01-15 08:00:18.000,192.168.1.17,10.0.178.90,13480,445,TCP,957,71,64963,0,1,0,0,Benign,0
2024-01-15 08:00:18.100,192.168.1.9,10.0.102.209,41607,445,TCP,342,59,65535,0,1,0,0,Benign,0
2024-01-15 08:00:18.200,192.168.1.10,10.0.110.218,25147,8080,TCP,561,64,65535,0,1,0,0,Benign,0
2024-01-15 08:00:18.300,192.168.1.15,192.168.1.14,26516,22,TCP,622,62,65535,0,1,0,0,Benign,0
2024-01-15 08:00:18.400,192.168.1.15,10.0.218.210,52775,443,UDP,476,68,58669,0,1,0,0,Benign,0
2024-01-15 08:00:18.500,192.168.1.8,192.168.1.7,16522,3389,TCP,742,62,60015,0,1,0,0,Benign,0
2024-01-15 08:00:18.600,192.168.1.5,10.0.110.218,15947,25,UDP,178,70,65535,0,1,0,0,Benign,0
2024-01-15 08:00:18.700,192.168.1.19,10.0.226.17,46245,21,TCP,263,64,65535,0,1,0,0,Benign,0
2024-01-15 08:00:18.800,192.168.1.11,10.0.218.210,41253,3306,UDP,553,62,55862,0,1,0,0,Benign,0
2024-01-15 08:00:18.900,192.168.1.17,10.0.193.50,38482,25,UDP,711,69,64683,0,1,0,0,Benign,0
2024-01-15 08:00:19.000,192.168.1.10,10.0.130.33,13718,3389,TCP,413,74,60737,0,1,0,0,Benign,0
2024-01-15 08:00:19.100,192.168.1.14,10.0.113.226,54064,8080,UDP,243,65,65010,0,1,0,0,Benign,0
2024-01-15 08:00:19.200,192.168.1.20,10.0.182.199,41626,3306,TCP,324,56,61913,0,1,0,0,Benign,0
2024-01-15 08:00:19.300,192.168.1.1,10.0.139.113,60460,3306,TCP,436,68,64805,0,1,0,0,Benign,0
2024-01-15 08:00:19.400,192.168.1.20,10.0.42.192,1368,25,TCP,605,58,65535,0,1,0,0,Benign,0
2024-01-15 08:00:19.500,192.168.1.16,10.0.218.210,44671,80,UDP,157,56,59223,0,1,0,0,Benign,0
2024-01-15 08:00:19.600,192.168.1.18,192.168.1.2,10077,21,TCP,131,66,62019,0,1,0,0,Benign,0
2024-01-15 08:00:19.700,192.168.1.5,192.168.1.10,34984,8080,TCP,675,57,58485,0,1,0,0,Benign,0
2024-01-15 08:00:19.800,192.168.1.4,10.0.22.196,6634,3389,TCP,852,71,60197,0,1,0,0,Benign,0
2024-01-15 08:00:19.900,192.168.1.3,192.168.1.11,14684,3306,TCP,657,66,65535,0,1,0,0,Benign,0
2024-01-15 08:00:20.000,192.168.1.13,192.168.1.14,61016,22,TCP,664,60,65535,0,1,0,0,Benign,0
2024-01-15 08:00:20.100,192.168.1.6,192.168.1.2,26359,3306,TCP,131,67,65535,0,1,0,0,Benign,0
2024-01-15 08:00:20.200,192.168.1.2,192.168.1.12,35709,3389,TCP,656,57,61381,0,1,0,0,Benign,0
2024-01-15 08:00:20.300,192.168.1.4,10.0.92.119,64537,3389,UDP,117,64,64516,0,1,0,0,Benign,0
2024-01-15 08:00:20.400,192.168.1.9,192.168.1.6,56354,21,TCP,498,63,65535,0,1,0,0,Benign,0
2024-01-15 08:00:20.500,192.168.1.16,192.168.1.13,22761,3389,UDP,750,62,57699,0,1,0,0,Benign,0
2024-01-15 08:00:20.600,192.168.1.17,10.0.193.50,5606,3306,ICMP,644,63,65535,0,1,0,0,Benign,0
2024-01-15 08:00:20.700,192.168.1.13,10.0.113.226,31992,445,TCP,554,63,57544,0,1,0,0,Benign,0
2024-01-15 08:00:20.800,192.168.1.5,192.168.1.17,30405,22,TCP,492,60,64131,0,1,0,0,Benign,0
2024-01-15 08:00:20.900,192.168.1.13,10.0.51.24,55292,21,TCP,493,61,65535,0,1,0,0,Benign,0
2024-01-15 08:00:21.000,192.168.1.8,10.0.226.17,36353,53,TCP,1074,61,59289,0,1,0,0,Benign,0
2024-01-15 08:00:21.100,192.168.1.16,192.168.1.12,24994,3389,TCP,980,61,65535,0,1,0,0,Benign,0
2024-01-15 08:00:21.200,192.168.1.3,10.0.110.218,4774,21,TCP,577,63,62630,0,1,0,0,Benign,0
2024-01-15 08:00:21.300,192.168.1.6,10.0.139.40,19794,22,UDP,320,61,65535,0,1,0,0,Benign,0
2024-01-15 08:00:21.400,192.168.1.8,192.168.1.4,48432,53,ICMP,607,64,60832,0,1,0,0,Benign,0
2024-01-15 08:00:21.500,192.168.1.9,10.0.172.197,46476,21,TCP,562,56,62952,0,1,0,0,Benign,0
2024-01-15 08:00:21.600,192.168.1.9,10.0.70.160,45477,21,TCP,445,71,65535,0,1,0,0,Benign,0
2024-01-15 08:00:21.700,192.168.1.18,192.168.1.4,42987,3306,UDP,486,68,61662,0,1,0,0,Benign,0
2024-01-15 08:00:21.800,192.168.1.5,192.168.1.15,60680,443,TCP,444,75,60381,0,1,0,0,Benign,0
2024-01-15 08:00:21.900,192.168.1.12,10.0.139.113,65282,22,TCP,1161,63,59451,0,1,0,0,Benign,0
2024-01-15 08:00:22.000,192.168.1.16,192.168.1.12,35892,25,UDP,659,64,59058,0,1,0,0,Benign,0
2024-01-15 08:00:22.100,192.168.1.19,10.0.51.24,27465,53,TCP,403,71,65535,0,1,0,0,Benign,0
2024-01-15 08:00:22.200,192.168.1.7,10.0.51.24,28504,22,TCP,598,56,65535,0,1,0,0,Benign,0
2024-01-15 08:00:22.300,192.168.1.13,10.0.166.112,63957,443,UDP,511,62,63898,0,1,0,0,Benign,0
2024-01-15 08:00:22.400,192.168.1.9,10.0.46.235,10896,22,TCP,599,61,65535,0,1,0,0,Benign,0
2024-01-15 08:00:22.500,192.168.1.4,10.0.226.17,23589,22,UDP,507,54,65535,0,1,0,0,Benign,0
